"","demvotesh","demelected","demmvlag","year","campaign_funding"
"4894",52.40026,0,-0.1367125,1992,2415.59237325345
"4895",81.04028,1,0.5125575,1992,2685.36204281536
"4896",81.23209,1,0.445273,1992,4692.74997768307
"4897",88.60716,1,0.399806,1992,2729.59455869755
"4898",95.76229,1,0.6084573,1992,2891.67229469232
"4899",93.60657,1,0.8581524,1992,2105.68483556667
"4900",76.54071,1,0.8980117,1992,2668.41006182141
"4901",38.24227,1,0.6082572,1992,2076.71169574739
"4902",50.36341,0,-0.2457817,1992,1414.3783944623
"4903",94.86688,0,-0.2160779,1992,5365.08658889069
"4904",91.44286,1,0.9446011,1992,3818.77360725164
"4905",80.13335,1,0.6498501,1992,2053.8005538936
"4906",55.55177,1,0.8932493,1992,1909.89483590158
"4907",39.94339,1,0.3828601,1992,1056.32223712648
"4908",29.3959,1,0.3564614,1992,1936.55174157316
"4909",62.71571,0,-0.469829,1992,2182.55779967734
"4910",34.57419,0,-0.4200237,1992,3468.83728950678
"4911",28.15007,1,0.2813075,1992,6673.48079608343
"4912",23.71077,0,-0.3628069,1992,1237.12129448104
"4913",44.27236,0,-0.8393719,1992,751.096897088327
"4914",36.47272,0,-0.2837849,1992,858.595019732968
"4915",55.24114,1,0.2964902,1992,2556.84148380444
"4916",54.45982,0,-0.3837587,1992,4948.5879730318
"4917",45.82367,1,0.1804823,1992,3990.05607775713
"4918",24.3545,0,-0.1310375,1992,655.958906651292
"4919",66.99565,1,0.2957064,1992,2180.65818490298
"4920",53.73802,1,0.4948357,1992,3949.96452809223
"4921",54.39133,1,0.1859964,1992,1324.66273209585
"4922",64.6265,1,0.1613575,1992,1822.0561024426
"4923",52.67946,1,0.1821085,1992,2804.80360113997
"4924",29.2146,0,-0.3317968,1992,1403.89558873635
"4925",56.6606,1,0.3129775,1992,4037.53322857892
"4926",59.26232,1,0.0994029,1992,2418.82431489853
"4927",32.67673,0,-0.2403614,1992,3296.51955653746
"4928",33.68648,0,-0.2364186,1992,5057.67100496807
"4929",45.34873,0,-0.0132781,1992,2743.55047054166
"4930",NA,NA,NA,NA,NA
"4931",56.82247,1,0.3038179,1992,3986.00914655091
"4932",51.26838,1,0.050622,1992,1361.81784075372
"4933",29.93247,0,-0.2883558,1992,3549.14834191014
"4934",38.51605,0,-0.234195,1992,2689.03212284612
"4935",50.71661,0,-0.4239986,1992,2324.86495436026
"4936",28.74471,0,-0.2414106,1992,547.422461306304
"4937",26.0211,0,-0.2223996,1992,4221.09723596628
"4938",73.58187,1,0.5538317,1992,1816.7507798058
"4939",43.20198,0,-0.2645334,1992,2642.79441847654
"4940",69.18667,1,0.3144417,1992,342.804281870196
"4941",28.76331,0,-0.4397145,1992,3470.60641503837
"4942",53.31288,1,0.1971709,1992,6704.15581630605
"4943",67.76191,1,0.1911644,1992,2775.78214808878
"4944",37.93169,0,-0.1830704,1992,3778.00875946967
"4945",36.27635,0,-0.1781975,1992,4886.20542064348
"4946",84.16185,1,0.5542864,1992,2057.92245050102
"4947",68.27309,1,0.4855877,1992,2504.25601486425
"4948",52.63168,1,0.2954021,1992,1243.97711134121
"4949",47.21206,0,-0.1191144,1992,3232.48940895238
"4950",55.51981,1,0.2260464,1992,2195.84533543938
"4951",75.09138,1,0.6077579,1992,3959.36082824503
"4952",70.74735,1,0.4714939,1992,2143.89757273168
"4953",46.60812,0,-0.391769,1992,2039.2106245547
"4954",67.77296,1,0.5998256,1992,6634.10349836077
"4955",51.98535,1,0.3267749,1992,3464.02724499095
"4956",32.80263,0,-0.3606398,1992,5216.29116424687
"4957",77.08195,1,0.6161718,1992,2492.61046742357
"4958",71.383,1,0.7163167,1992,4894.53158637069
"4959",63.91165,1,0.1013463,1992,4889.94659336146
"4960",80.91557,1,0.5885376,1992,2224.9951576333
"4961",76.82761,1,0.8419116,1992,4926.49914759323
"4962",58.93923,1,0.2003017,1992,1502.28073109324
"4963",78.46437,1,0.1180016,1992,1640.17599341508
"4964",52.07158,1,0.1402515,1992,1195.89363798668
"4965",33.4515,0,-0.3057227,1992,3132.23994350226
"4966",45.7225,1,0.1326649,1992,2560.30574202087
"4967",50.27028,0,-0.2060669,1992,1447.00729571038
"4968",72.31682,1,0.4359354,1992,5350.31691489305
"4969",52.22994,0,-0.211481,1992,3934.96114139944
"4970",35.16164,0,-0.3225076,1992,640.84910385581
"4971",38.00393,0,-0.0289176,1992,3606.34673644531
"4972",50.73006,1,0.3118737,1992,767.422385827925
"4973",24.77832,0,-0.1032043,1992,3829.52621990531
"4974",70.66576,1,0.1842782,1992,3091.43932954286
"4975",32.46184,0,-0.3099844,1992,1578.71680424396
"4976",61.1293,1,0.1610716,1992,474.154496707932
"4977",47.46837,1,0.2290711,1992,2193.60440554523
"4978",61.19037,1,0.9973232,1992,2952.58435406925
"4979",65.2601,1,0.9914731,1992,2245.95650328035
"4980",69.11043,1,0.3510715,1992,5157.5793316001
"4981",28.09683,0,-0.9986628,1992,1031.0565311131
"4982",25.74817,0,-0.8056682,1992,743.3357248218
"4983",48.8115,1,0.136732,1992,1941.96833022613
"4984",64.06275,1,0.3780087,1992,4346.71063459206
"4985",66.75889,1,0.4488536,1992,3211.8517371902
"4986",56.57305,1,0.3758373,1992,1332.24933282841
"4987",35.52197,0,-0.2402134,1992,1203.62019147735
"4988",83.73635,1,0.999197,1992,5525.02963722231
"4989",57.94271,1,0.2737248,1992,2221.85926932494
"4990",56.12728,1,0.1113052,1992,1912.44195999261
"4991",58.09752,1,0.9927503,1992,3923.89083606201
"4992",58.90576,1,0.2185085,1992,4706.17951565975
"4993",28.10361,0,-0.3333067,1992,3941.89104161639
"4994",53.6183,1,0.1547708,1992,5390.70546558967
"4995",67.67408,1,0.3355386,1992,1278.50320129954
"4996",67.40305,1,0.0690981,1992,956.140968862943
"4997",62.76986,1,0.4262061,1992,4362.91993376474
"4998",60.33182,1,0.1295734,1992,2360.94858431963
"4999",68.07699,1,0.0861155,1992,900.317147328641
"5000",51.88996,1,0.9126002,1992,360.167221192933
"5001",64.70199,1,0.9911184,1992,2002.22698711802
"5002",23.73939,0,-0.4969325,1992,2659.65647175305
"5003",31.10171,0,-0.424748,1992,5960.95812392612
"5004",38.35176,1,0.2698288,1992,1464.37564174823
"5005",26.87526,0,-0.4080585,1992,615.521767055886
"5006",NA,NA,NA,NA,NA
"5007",NA,NA,NA,NA,NA
"5008",NA,NA,NA,NA,NA
"5009",28.01667,0,-0.0835403,1992,1714.29795842966
"5010",50.49552,1,0.1778442,1992,3934.1918669771
"5011",58.94893,1,0.218985,1992,2156.7956555466
"5012",7.910846,0,-0.544602,1992,1089.25056643178
"5013",38.70442,0,-0.0198594,1992,2082.30955883749
"5014",56.03304,1,0.4990627,1992,1775.03879526816
"5015",78.60725,0,-0.3459214,1992,1678.26290020539
"5016",68.36868,1,0.5661901,1992,1847.06140809953
"5017",68.89799,1,0.9888499,1992,2251.95400881859
"5018",39.89778,1,0.6545734,1992,2150.96926964852
"5019",56.06128,1,0.0707569,1992,1289.13165175777
"5020",63.07958,1,0.9417882,1992,2123.44356581847
"5021",33.353,0,-0.2755042,1992,3626.90506530363
"5022",NA,NA,NA,NA,NA
"5023",54.8677,0,-0.0409366,1992,2561.20630612613
"5024",52.04903,1,0.0934715,1992,5692.28288301129
"5025",55.96852,1,0.0751824,1992,1918.91692150635
"5026",50.83681,0,-0.4131949,1992,2539.68678663825
"5027",55.17769,1,0.3762133,1992,2357.57468449869
"5028",64.20846,1,0.2273154,1992,2978.72731340159
"5029",78.3839,1,0.4825862,1992,2819.38365310746
"5030",33.93303,0,-0.1242574,1992,2661.85181876836
"5031",NA,NA,NA,NA,NA
"5032",70.89861,1,0.1094642,1992,3756.93588303936
"5033",57.55228,1,0.9877722,1992,1433.4950969638
"5034",36.97226,0,-0.0646943,1992,2570.10885522009
"5035",41.74007,0,-0.2200923,1992,1134.82351430022
"5036",65.76196,1,0.3849638,1992,5200.84746634031
"5037",69.32564,1,0.4057486,1992,645.733050949569
"5038",47.12038,0,-0.9953387,1992,2246.08812653504
"5039",64.4231,1,0.242845,1992,3432.32274464591
"5040",29.90217,0,-0.0709102,1992,892.730850308683
"5041",27.95001,0,-0.9970081,1992,1059.86890141147
"5042",39.30307,0,-0.1018696,1992,2699.87898065718
"5043",32.66436,0,-0.2340386,1994,3619.23547183337
"5044",26.41286,0,-0.0156513,1994,6180.4834623675
"5045",63.57169,1,0.2296259,1994,2626.42704191928
"5046",98.49417,1,0.3946374,1994,779.261716386486
"5047",50.48181,1,0.336329,1994,941.482388368564
"5048",20.90999,0,-0.07331,1994,2944.44475856811
"5049",76.86098,1,0.5209243,1994,2265.27273637434
"5050",32.73722,0,-0.0396084,1994,4577.63551152046
"5051",39.04914,1,0.0671222,1994,2524.44224768805
"5052",62.3111,1,0.3598538,1994,837.325929416477
"5053",29.87387,0,-0.2710839,1994,4858.61706355557
"5054",35.97694,0,-0.3247597,1994,1441.06466302372
"5055",28.73385,0,-0.3679993,1994,1360.03941962295
"5056",41.47591,1,0.1159567,1994,4701.55439901946
"5057",53.4026,1,0.3965897,1994,2389.06912174877
"5058",57.38211,1,0.4832762,1994,2730.02227019149
"5059",32.28403,0,-0.030141,1994,2977.45007579778
"5060",48.19384,0,-0.0467334,1994,1893.35788622315
"5061",46.70135,1,0.0255169,1994,1815.11948529756
"5062",26.05058,0,-0.3721098,1994,688.258640397626
"5063",49.75122,1,0.109169,1994,2555.65542894305
"5064",34.91196,0,-0.0411695,1994,1212.91004749636
"5065",68.48014,1,0.4317835,1994,1929.34534527936
"5066",58.11602,1,0.3158171,1994,3221.46507479537
"5067",69.69046,1,0.451863,1994,4984.75681836476
"5068",81.84645,1,0.7143078,1994,3495.48203501853
"5069",72.24766,1,0.4839123,1994,840.271472958895
"5070",38.64524,0,-0.0394645,1994,917.079206872708
"5071",34.91183,0,-0.0197189,1994,1364.13483855516
"5072",67.4167,1,0.4550079,1994,4839.55715556917
"5073",64.61943,1,0.2863135,1994,205.858090625399
"5074",60.60255,1,0.1761849,1994,745.054272230377
"5075",59.8994,1,0.3231036,1994,3092.75533061682
"5076",64.96203,1,0.3003406,1994,2876.74002052893
"5077",52.16845,1,0.483051,1994,1901.47107006331
"5078",65.51865,1,0.6932689,1994,2855.31006821888
"5079",39.64203,1,0.0047498,1994,3386.3813430461
"5080",56.69663,1,0.2970634,1994,1448.6150643106
"5081",27.68588,0,-0.3046463,1994,1884.66783782148
"5082",48.52637,0,-0.1757094,1994,242.409996868087
"5083",27.47186,0,-0.128142,1994,1802.49605992699
"5084",49.35423,1,0.1641693,1994,2438.10488829659
"5085",31.4436,0,-0.1891868,1994,4526.43581357752
"5086",62.56665,1,0.3089457,1994,602.253390069631
"5087",42.13306,0,-0.102217,1994,845.878880406607
"5088",30.44979,0,-0.2188727,1994,2712.02381794635
"5089",67.97758,1,0.3563135,1994,3450.13565408583
"5090",66.1543,1,0.3443257,1994,4288.83829202313
"5091",59.1351,1,0.2513897,1994,2750.63033350036
"5092",77.60281,1,0.7434437,1994,2466.33893567971
"5093",81.46381,1,0.3265523,1994,765.967904566376
"5094",61.67383,1,0.2727194,1994,395.114458544904
"5095",78.12466,1,0.6854203,1994,3898.51021313374
"5096",47.97506,1,0.061854,1994,2231.64614995567
"5097",77.37276,1,0.7145151,1994,606.853422601483
"5098",36.82607,0,-0.0524506,1994,1708.56239743837
"5099",29.02058,0,-0.1906741,1994,2234.18157278934
"5100",29.31821,0,-0.3199583,1994,1001.20473348173
"5101",37.87034,0,-0.2518135,1994,2673.044843614
"5102",51.11583,1,0.0668699,1994,3548.51941951966
"5103",38.43742,0,-0.0027224,1994,2273.831540242
"5104",38.05537,0,-0.1407088,1994,402.001344597013
"5105",30.90293,0,-0.1551565,1994,2158.52685562706
"5106",37.20983,0,-0.0922694,1994,4766.34960647834
"5107",24.96267,0,-0.3464212,1994,2284.62863028658
"5108",22.24693,0,-0.3189657,1994,1506.63646038533
"5109",45.99072,1,0.0848138,1994,2141.022996829
"5110",56.6907,1,0.2763896,1994,2478.68940043908
"5111",27.71851,0,-0.2242811,1994,3140.6313732078
"5112",31.06523,0,-0.1165616,1994,4564.06986540122
"5113",59.98068,1,0.3767706,1994,1286.20282801043
"5114",56.75423,1,0.2812489,1994,915.876221272211
"5115",30.37808,0,-0.1099884,1994,1540.36137439635
"5116",27.70028,0,-0.1568262,1994,2206.76028817171
"5117",27.96763,0,-0.21857,1994,1080.45221818443
"5118",73.38902,1,0.3651632,1994,2529.31593424895
"5119",42.55749,1,0.0159657,1994,2313.97516469099
"5120",63.449,1,0.3135607,1994,2819.93055341343
"5121",23.77365,0,-0.4059376,1994,4547.75723003076
"5122",45.53009,0,-0.125269,1994,2153.1364405762
"5123",31.49748,0,-0.4448887,1994,4378.8352130743
"5124",26.5606,0,-0.128952,1994,5436.97527095448
"5125",38.37586,1,0.0813185,1994,2106.40243512772
"5126",61.33223,1,0.4689407,1994,2394.06767642151
"5127",57.65306,1,0.1857705,1994,1894.70344782526
"5128",57.20575,1,0.0582131,1994,978.687759047184
"5129",26.60623,0,-0.1294844,1994,4915.93835175815
"5130",51.5731,1,0.1219938,1994,864.557789152566
"5131",35.02382,0,-0.0422029,1994,2705.92191184431
"5132",46.13397,1,0.0135446,1994,1974.7535482295
"5133",41.9368,0,-0.2169137,1994,1150.00440806528
"5134",99.98548,1,0.9997082,1994,3564.70165414167
"5135",33.23327,0,-0.3353347,1994,1141.28799117228
"5136",66.07468,1,0.2614916,1994,1300.62414388452
"5137",61.24854,1,0.1654973,1994,2484.62355756521
"5138",36.64011,0,-0.1488336,1994,2797.48708169265
"5139",23.44872,0,-0.1564704,1994,2640.32783537811
"5140",66.16842,1,0.2739424,1994,5643.24768740714
"5141",34.47231,0,-0.0951924,1994,4148.4703549829
"5142",42.12968,0,-0.0106906,1994,4522.76462923642
"5143",69.12984,1,0.4426707,1994,3770.94621783266
"5144",35.83478,0,-0.154806,1994,1360.32620329433
"5145",48.07386,1,0.1464777,1994,372.999805916393
"5146",37.34851,1,0.1142933,1994,2558.93524245207
"5147",57.89135,1,0.1838507,1994,1065.57734105744
"5148",34.75569,1,0.0762687,1994,853.004426349904
"5149",65.59541,1,0.4619647,1994,1712.01216557296
"5150",53.6224,1,0.4944725,1994,3383.2271802425
"5151",70.14307,1,0.5050095,1994,2990.31832070492
"5152",44.56672,1,0.2059475,1994,2654.74884384359
"5153",25.02806,0,-0.2536691,1994,2068.4973135285
"5154",75.73395,1,0.6561052,1994,829.793458114593
"5155",98.0627,1,0.6442077,1994,2303.06348339372
"5156",54.1609,1,0.2704226,1994,4859.3310589992
"5157",75.21867,1,0.5514125,1994,2484.42185503776
"5158",45.5695,1,0.1816204,1994,2118.61313549474
"5159",23.61385,0,-0.3101102,1994,6171.94378576366
"5160",79.55954,1,0.6545825,1994,3458.9558965033
"5161",35.07091,0,-0.1528204,1994,2547.16803118142
"5162",66.09859,1,0.4095986,1994,3519.57430694979
"5163",24.94921,0,-0.2901965,1994,3594.13169540952
"5164",39.37155,1,0.1131648,1994,4408.22694743325
"5165",65.91965,1,0.4248914,1994,4278.46004939453
"5166",26.88433,0,-0.3670931,1994,3208.02024409707
"5167",23.5199,0,-0.3467852,1994,3834.22071978032
"5168",31.8498,0,-0.187728,1994,2831.31803285493
"5169",29.36364,0,-0.112654,1994,1467.76560374279
"5170",54.53162,1,0.2020142,1994,1964.17069750291
"5171",39.3381,0,-0.1554381,1994,1638.75293822563
"5172",58.38662,1,0.3828435,1994,1876.76256136032
"5173",54.84015,1,0.1300677,1994,3554.90437633883
"5174",56.45591,1,0.3884546,1994,4572.43802205743
"5175",45.53316,1,0.1757038,1994,3449.3223632801
"5176",55.18325,1,0.1489084,1994,910.198968416782
"5177",44.5723,1,0.2412375,1994,1960.68083737458
"5178",28.32555,0,-0.0204976,1994,456.053353861129
"5179",22.96965,0,-0.443199,1994,2053.55805848772
"5180",34.89769,0,-0.1896185,1994,404.76471768552
"5181",47.56932,1,0.0721066,1994,3494.37998762065
"5182",52.03215,1,0.393543,1994,2305.52682873837
"5183",53.45667,1,0.2895377,1994,876.879752116775
"5184",37.86145,0,-0.3690726,1994,3089.24155862285
"5185",43.3716,0,-0.0110717,1994,3765.89206585384
"5186",40.98051,0,-0.0189213,1994,1316.0909898428
"5187",46.35141,1,0.2506474,1994,6641.92025448295
"5188",39.01368,0,-0.9928213,1994,1705.53023030988
"5189",22.59141,0,-0.3900917,1994,3190.80394803545
"5190",34.35308,1,0.1533373,1994,3640.04447701366
"5191",43.40684,0,-0.2044188,1994,4329.27341147642
"5192",47.08865,1,0.0956815,1994,2629.04291409888
"5193",49.03251,1,0.213742,1994,2066.5058796123
"5194",40.20224,1,0.2285335,1994,1748.33404961531
"5195",44.36249,1,0.0547673,1994,3284.7758199952
"5196",25.85422,0,-0.2328407,1994,902.762615603378
"5197",20.57543,0,-0.0923868,1994,2912.43635113152
"5198",58.83711,1,0.2139047,1994,1067.50048206766
"5199",69.94605,1,0.4779989,1994,3744.52533806233
"5200",16.13623,0,-0.2603744,1994,325.206458533886
"5201",18.89283,0,-0.5055633,1994,2793.84999219494
"5202",48.09281,1,0.3000436,1994,4073.95172251949
"5203",45.6931,0,-0.071277,1994,2531.15590253687
"5204",32.27488,0,-0.031225,1994,3000.5335271511
"5205",37.23431,0,-0.3021771,1994,863.210924264964
"5206",70.97104,1,0.9996083,1994,1716.32014475114
"5207",75.03041,1,0.5035321,1994,6558.31114490856
"5208",58.80627,1,0.8877968,1994,691.804591869543
"5209",34.05166,0,-0.0833768,1994,894.366588807177
"5210",81.51029,1,0.7060694,1994,4262.97720631207
"5211",29.71942,0,-0.4504323,1994,1742.93920861057
"5212",99.35703,1,0.0809591,1994,3572.8781676425
"5213",58.56645,1,0.2201893,1994,2499.98237494283
"5214",44.18563,0,-0.060872,1994,3261.12380007628
"5215",99.49763,1,0.4149785,1994,2297.48796449453
"5216",69.85292,1,0.1467002,1994,4674.55514246785
"5217",47.40364,0,-0.0996066,1994,1338.45867549517
"5218",64.44826,1,0.3430021,1994,5475.92885522487
"5219",98.95213,1,0.661093,1994,1887.42838630334
"5220",69.77478,1,0.4780866,1994,1775.20629671055
"5221",68.76015,1,0.3640482,1994,2252.58327094275
"5222",56.87941,1,0.103496,1994,842.755803763481
"5223",23.74261,0,-0.2808872,1994,5833.86414300793
"5224",23.54836,0,-0.2510833,1994,1520.50024114913
"5225",25.46079,0,-0.2773487,1994,3689.50176408154
"5226",65.47273,1,0.2225378,1994,2938.94993883746
"5227",25.52038,0,-0.2362083,1994,2332.8349050379
"5228",32.2998,0,-0.8763901,1994,2381.55405132742
"5229",44.89246,1,0.0126832,1994,2824.40490616183
"5230",51.24232,1,0.0887989,1994,2065.51428156632
"5231",62.26487,1,0.089446,1994,1381.34763580314
"5232",30.49843,0,-0.1747368,1994,2315.61694971196
"5233",52.01511,1,0.0694742,1994,1672.84703997851
"5234",51.87796,1,0.0913953,1994,4783.7869140265
"5235",81.49603,1,0.6643801,1994,6184.99574436257
"5236",84.11112,1,0.6328745,1994,1955.749407144
"5237",59.14145,1,0.3373095,1994,794.318442834002
"5238",44.70917,1,0.4795548,1994,2308.51567350028
"5239",52.00036,1,0.0020593,1994,3209.47611985513
"5240",26.30141,0,-0.3038595,1994,1659.2303246377
"5241",54.90101,1,0.2088532,1994,1679.97400407236
"5242",61.94309,1,0.3502277,1994,3117.78148651596
"5243",49.93524,0,-0.1114466,1994,3759.93962734243
"5244",51.19501,1,0.0131438,1994,2811.23010164284
"5245",65.65797,1,0.2942469,1994,5051.01174419689
"5246",36.94234,1,0.1891934,1994,3772.97455740266
"5247",53.68453,1,0.5275387,1994,2370.72737857932
"5248",67.61825,1,0.6239792,1994,4744.3895779229
"5249",68.46598,1,0.4483407,1994,2036.29604559227
"5250",60.10398,1,0.2781721,1994,4374.00200545425
"5251",63.4311,1,0.3611493,1994,4468.31727765443
"5252",30.60529,0,-0.028373,1994,3491.20335905454
"5253",57.66451,1,0.3089901,1994,1094.42105835874
"5254",67.755,1,0.4076404,1994,1179.64498456894
"5255",56.55481,1,0.2250266,1994,3079.58867869315
"5256",66.14577,1,0.1089288,1994,3067.60040031064
"5257",39.72927,0,-0.2327918,1994,1706.39305470128
"5258",26.53885,0,-0.2588026,1994,1346.77477312292
"5259",50.47428,1,0.0225113,1994,1461.95702699423
"5260",48.66684,1,0.0350255,1994,3850.43552378514
"5261",37.32114,0,-0.1940713,1994,2206.99310791928
"5262",48.97199,1,0.0243559,1994,503.692768353175
"5263",21.30579,0,-0.4338067,1994,402.689690553384
"5264",47.53527,1,0.1989318,1994,1070.01797480036
"5265",29.20083,0,-0.0457589,1994,2424.53346142546
"5266",28.73794,0,-0.1069286,1994,1769.73899772001
"5267",45.95013,1,0.2594275,1994,2149.17369352128
"5268",72.26714,1,0.3876056,1994,1718.4225084803
"5269",35.37806,1,0.1440764,1994,1011.72875923967
"5270",31.22906,0,-0.2242238,1994,596.374877439526
"5271",30.62244,0,-0.267721,1994,2229.49649348955
"5272",21.89597,0,-0.4687777,1994,1171.30880683865
"5273",60.35525,1,0.0765924,1994,1558.60036790337
"5274",38.72673,0,-0.1064688,1994,4439.74886617366
"5275",48.56898,1,0.0586315,1994,1071.55838325988
"5276",62.53377,1,0.2136914,1994,927.241107566112
"5277",75.86004,1,0.5822752,1994,5344.69892183267
"5278",27.96024,0,-0.4444039,1994,2517.36553184193
"5279",30.37606,0,-0.3342939,1994,4140.88798826996
"5280",70.90199,1,0.3372428,1994,2269.44488923654
"5281",26.07078,0,-0.2525461,1994,1213.34993155027
"5282",31.87228,0,-0.1289231,1994,3224.45668367719
"5283",63.58522,1,0.3747235,1994,3086.66634743786
"5284",46.53159,1,0.0346385,1994,1166.60588327997
"5285",28.00322,0,-0.0634765,1994,5691.30975998278
"5286",39.98005,0,-0.0310466,1994,4056.36736495229
"5287",37.31417,0,-0.0467903,1994,5593.39544334074
"5288",55.02514,1,0.0738459,1994,1450.14997351749
"5289",80.4447,1,0.6208057,1994,579.027572427372
"5290",87.13942,1,0.1389942,1994,3745.64437186913
"5291",81.99663,1,0.6622574,1994,1477.51076605005
"5292",72.61465,1,0.7721432,1994,6152.08518816632
"5293",89.03711,1,0.9152459,1994,1902.64909130754
"5294",88.87374,1,0.8721313,1994,793.991556402933
"5295",92.28938,1,0.5604445,1994,3327.98766225357
"5296",25.12307,0,-0.1788471,1994,3539.04172725697
"5297",64.23018,1,0.0219831,1994,2773.93462664381
"5298",96.51299,1,0.8973377,1994,2350.41329114907
"5299",96.2896,1,0.8288572,1994,3194.94583781815
"5300",77.60561,1,0.6664188,1994,2597.58408631569
"5301",57.2704,1,0.1110355,1994,2456.76496003023
"5302",36.76167,0,-0.2011322,1994,3440.21500569493
"5303",29.3593,0,-0.3671958,1994,3969.07461045511
"5304",66.97844,1,0.2834272,1994,5106.4130403091
"5305",26.56846,0,-0.3085162,1994,1335.7745925935
"5306",23.10979,0,-0.3548133,1994,2204.49646810432
"5307",21.44734,0,-0.3709274,1994,2322.56356721618
"5308",42.39239,0,-0.1145528,1994,3577.06984481112
"5309",49.09412,1,0.0371928,1994,689.738038978521
"5310",25.47248,0,-0.2705455,1994,2131.63381291477
"5311",56.63556,1,0.1122598,1994,3211.6903328956
"5312",55.19593,1,0.1282564,1994,1725.9578143165
"5313",32.9834,0,-0.0587531,1994,772.241557242608
"5314",61.06882,1,0.3556522,1994,4332.79556917682
"5315",43.95559,1,0.0935865,1994,808.7828947343
"5316",47.29009,1,0.1121625,1994,2916.72729529552
"5317",49.60637,1,0.3091903,1994,2386.45098116577
"5318",42.71741,1,0.0704077,1994,4275.34553804942
"5319",51.57218,1,0.1586624,1994,2001.83764748807
"5320",52.37738,1,0.2163906,1994,2148.06099394143
"5321",35.01219,0,-0.3464129,1994,742.13649407861
"5322",28.48018,0,-0.2969757,1994,2605.9400312268
"5323",39.88935,0,-0.0930253,1994,2289.66974614078
"5324",65.80044,1,0.4305844,1994,4140.27751722535
"5325",52.31086,1,0.1739891,1994,3719.39039411323
"5326",43.91656,1,0.0253676,1994,1348.96327277598
"5327",22.55775,0,-0.4013231,1994,3986.88060994155
"5328",59.29549,1,0.1933696,1994,942.280135510103
"5329",49.05038,1,0.0143323,1994,914.636452626698
"5330",75.33884,1,0.517758,1994,2888.71298324325
"5331",38.61816,0,-0.1358855,1994,1998.23055847059
"5332",77.21324,1,0.4957071,1994,2423.74352025044
"5333",33.24379,0,-0.4247338,1994,1826.37250375132
"5334",49.0826,1,0.1807554,1994,2949.62322722283
"5335",51.9266,1,0.3552382,1994,1332.51566168108
"5336",29.1053,0,-0.0618813,1994,1528.59210481292
"5337",25.00287,0,-0.274473,1994,3336.71436729991
"5338",77.40709,1,0.6832371,1994,4045.17364653795
"5339",46.02467,1,0.3654619,1994,3053.82563456282
"5340",43.49308,1,0.0526792,1994,1291.41237038079
"5341",37.31781,0,-0.0557587,1994,998.982990311597
"5342",47.93716,1,0.1446517,1994,1901.63063891622
"5343",73.77134,1,0.5018275,1994,2285.29472783436
"5344",43.26677,1,0.414947,1994,2701.0356806477
"5345",29.79719,1,0.3554592,1994,6245.20063043544
"5346",47.69773,1,0.0405604,1994,2766.30655962462
"5347",38.74973,0,-0.3429309,1994,5623.86994008303
"5348",72.53503,1,0.5846806,1994,4951.2496572274
"5349",66.75694,1,0.4283546,1994,1746.34360710936
"5350",46.80111,1,0.2801271,1994,5001.85532202621
"5351",81.51949,1,0.6183113,1994,1787.35748560895
"5352",85.87803,1,0.5443399,1994,3214.66520722539
"5353",62.67418,1,0.1984088,1994,4341.36945090077
"5354",64.16797,1,0.5808626,1994,1752.84869244213
"5355",56.74923,1,0.0414315,1994,1545.54724424506
"5356",30.32814,0,-0.3250297,1994,463.300146842704
"5357",26.65426,0,-0.0621068,1994,5303.42566461122
"5358",31.0854,0,-0.903917,1994,1807.30787093943
"5359",66.524,1,0.3418717,1994,4662.41913947693
"5360",45.2148,1,0.0054056,1994,2245.623673207
"5361",64.13129,1,0.455479,1994,1622.09067926827
"5362",47.75925,1,0.055779,1994,2346.36091967457
"5363",30.28167,0,-0.2967671,1994,4134.66611770047
"5364",54.79623,0,-0.2255701,1994,3062.61449450133
"5365",53.08858,1,0.0146011,1994,4158.66826062129
"5366",46.89292,0,-0.3607937,1994,992.287012446691
"5367",54.14795,0,-0.4528335,1994,1806.10753172958
"5368",67.98536,1,0.4620645,1994,3433.8329225615
"5369",32.39213,0,-0.3361167,1994,1364.18892586215
"5370",39.93656,1,0.2230222,1994,866.33857040274
"5371",26.40907,0,-0.0287133,1994,2373.65962291382
"5372",52.10936,1,0.2248397,1994,2769.48331245208
"5373",63.80153,1,0.3056077,1994,1732.32361677926
"5374",59.83094,1,0.4226319,1994,5254.48480442039
"5375",24.564,0,-0.3936811,1994,2827.13558734341
"5376",45.62103,1,0.0135314,1994,2478.48644150359
"5377",42.01325,1,0.3148254,1994,3495.34277625112
"5378",60.23264,1,0.404158,1994,1497.85490516325
"5379",50.60295,1,0.159527,1994,3524.82371897941
"5380",38.64881,0,-0.2614485,1994,2935.94290548913
"5381",63.79594,1,0.6747271,1994,4323.01896457869
"5382",57.79383,1,0.2945642,1994,2753.58480593471
"5383",57.03537,1,0.1251432,1994,4029.31931762382
"5384",58.77761,1,0.2003014,1994,4057.74317951505
"5385",50.05582,1,0.2160282,1994,3886.77853386696
"5386",22.03152,0,-0.4379279,1994,953.351697916917
"5387",45.69156,1,0.1012825,1994,4565.23708786443
"5388",56.30984,1,0.4146251,1994,3127.38297589278
"5389",59.18267,1,0.348061,1994,1873.88660896214
"5390",68.67478,1,0.2553971,1994,1524.08328748417
"5391",44.58013,1,0.2066364,1994,567.223326682158
